;Naif Id;Name;Rx frequency in MHz
10;SUN;0
301;MOON;0
-41;MEX;8420.432097
-49;LUCY;8445.758
-53;M01;8406.840230
-61;JUNO;8404.135000
-64;ORX;8445.752500
-74;MRO;8439.444446
-121;BEPI;8429.432000
-135;DART;8400.0
-143;TGO;8410.925000
-144;SOLO;8408.070
-170;JWST;2270.5
-202;MAVEN;8445.762000
-96;PARKER;8431.296295
-234;STA;8443.520
-31;VOGAYER1;0
